Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,04/08/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040726 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071757420293 EED:260408   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0987420293TC",152.41,ACH_CREDIT,13765.21,,
CREDIT,04/08/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260408 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000019589974 EED:260408   IND ID:2005145                      IND NAME:majorapplian.receivabl TRN: 0989589974TC",185.00,MISC_CREDIT,13612.80,,
DEBIT,04/08/2026,"SP DRESS BLANK LLC FREEHOLD NJ               04/07",64.00,DEBIT_CARD,13427.80,,
DEBIT,04/07/2026,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:5760039224 DESC DATE:260407 CO ENTRY DESCR:EPAY ONUS SEC:TEL    TRACE#:021000026343414 EED:260407   IND ID:8692833393                   IND NAME:571952459268351 TRN: 0976343414TC",-871.00,ACH_DEBIT,13363.80,,
DEBIT,04/07/2026,"DUANE READE STO 11602 FAR ROCKAWAY NY251042  04/07",-23.99,DEBIT_CARD,14234.80,,
DEBIT,04/07/2026,"Zelle payment to Veronica JPM99cc8344n",-220.00,CHASE_TO_PARTNERFI,14258.79,,
DEBIT,04/07/2026,"SP+AFF * FAME CN CENT 855-423-3729 CA        04/07",-32.24,DEBIT_CARD,14478.79,,
DEBIT,04/07/2026,"ORIG CO NAME:SBA EIDL LOAN          ORIG ID:7300000118 DESC DATE:260406 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:041036042282677 EED:260407   IND ID:0000                         IND NAME:PAUL SHANET                3962519100                                                                        ACH TRANSACTION TRN: 0972282677TC",-515.00,ACH_DEBIT,14511.03,,
DEBIT,04/07/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:260331 CO ENTRY DESCR:BILLNG    SEC:CCD    TRACE#:242071751909151 EED:260407   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC     MERCH BANKCARD 520004810165 MAJOR A PPLIANCE SERVICE COMPAN TRN: 0971909151TC",-734.46,ACH_DEBIT,15026.03,,
DEBIT,04/07/2026,"ORIG CO NAME:MARCONE                ORIG ID:2430728583 DESC DATE:040626 CO ENTRY DESCR:PAYMENT   SEC:PPD    TRACE#:071000281795010 EED:260407   IND ID:                             IND NAME:MAJOR APPLIANCE SERVI TRN: 0971795010TC",-1165.92,ACH_DEBIT,15760.49,,
DEBIT,04/07/2026,"WCS ADM QUEENS ZOO FLUSHING NY               04/06",-56.70,DEBIT_CARD,16926.41,,
DEBIT,04/07/2026,"NEW YORK HALL OF SCIENC CORONA NY            04/06",-15.00,DEBIT_CARD,16983.11,,
DEBIT,04/07/2026,"AMAZON MKTPL*BC5JQ71 Amzn.com/bill WA        04/06",-45.00,DEBIT_CARD,16998.11,,
DEBIT,04/07/2026,"E-Z*PASSNY REBILL 800-333-8655 NY            04/07",-360.00,DEBIT_CARD,17043.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-16.00,DEBIT_CARD,17403.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-15.00,DEBIT_CARD,17419.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-15.00,DEBIT_CARD,17434.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-15.00,DEBIT_CARD,17449.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-15.00,DEBIT_CARD,17464.11,,
DEBIT,04/07/2026,"LASER BOUNCE LONG ISLAN LEVITTOWN NY         04/05",-26.00,DEBIT_CARD,17479.11,,
DEBIT,04/07/2026,"LASER BOUNCE - LONG ISL LEVITTOWN NY         04/05",-103.52,DEBIT_CARD,17505.11,,
DEBIT,04/07/2026,"ROCKAWAY KOSHER FAR ROCKAWAY NY              04/05",-161.42,DEBIT_CARD,17608.63,,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",30.00,CHECK_DEPOSIT,17770.05,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",65.32,CHECK_DEPOSIT,17740.05,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",100.00,CHECK_DEPOSIT,17674.73,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",205.77,CHECK_DEPOSIT,17574.73,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",217.75,CHECK_DEPOSIT,17368.96,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",254.77,CHECK_DEPOSIT,17151.21,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",298.32,CHECK_DEPOSIT,16896.44,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",299.41,CHECK_DEPOSIT,16598.12,1,
DSLIP,04/07/2026,"REMOTE ONLINE DEPOSIT #          1",531.31,CHECK_DEPOSIT,16298.71,1,
DEBIT,04/06/2026,"SP+AFF * ADINA LAS VE 855-423-3729 CA        04/06",-96.56,DEBIT_CARD,15767.40,,
DEBIT,04/06/2026,"SP+AFF * YOUNG TIMERS 855-423-3729 CA        04/06",-117.23,DEBIT_CARD,15863.96,,
DEBIT,04/06/2026,"SP+AFF * ELYS CO. 855-423-3729 CA            04/06",-24.50,DEBIT_CARD,15981.19,,
DEBIT,04/06/2026,"SP+AFF * MACARONIKIDS 855-423-3729 CA        04/06",-18.12,DEBIT_CARD,16005.69,,
DEBIT,04/06/2026,"WWW.BLIMIEHELLER.COM BLIMIEHELLER. NJ        04/06",-90.00,DEBIT_CARD,16023.81,,
DEBIT,04/06/2026,"KLARNA* KAREN MILLEN KLARNA.COM OH           04/06",-42.15,DEBIT_CARD,16113.81,,
DEBIT,04/06/2026,"SP+AFF * THE MODESTEE 855-423-3729 CA        04/06",-75.25,DEBIT_CARD,16155.96,,
DEBIT,04/06/2026,"Zelle payment to Schweitzer 28718825643",-600.00,QUICKPAY_DEBIT,16231.21,,
CHECK,04/06/2026,"CHECK 1371  ",-332.00,CHECK_PAID,16831.21,1371,
CHECK,04/06/2026,"CHECK 1230  ",-350.00,CHECK_PAID,17163.21,1230,
DEBIT,04/06/2026,"SHELL SERVICE STATION INWOOD NY      407499  04/05",-53.63,DEBIT_CARD,17513.21,,
CHECK,04/06/2026,"CHECK 1695  ",-150.00,CHECK_PAID,17566.84,1695,
DEBIT,04/06/2026,"ORIG CO NAME:NYS DTF BILL PYT       ORIG ID:E146013200 DESC DATE:       CO ENTRY DESCR:Tax PaymntSEC:CCD    TRACE#:091000019608414 EED:260406   IND ID:000000142305460              IND NAME:M55182459852026 TRN: 0969608414TC",-1000.00,ACH_DEBIT,17716.84,,
DEBIT,04/06/2026,"BASSLINE PRODUCTIONS L 732-7193311 NJ        04/04",-14.95,DEBIT_CARD,18716.84,,
DEBIT,04/06/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/04",-27.94,DEBIT_CARD,18731.79,,
CREDIT,04/06/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040326 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071756685567 EED:260406   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0966685567TC",151.34,ACH_CREDIT,18759.73,,
CREDIT,04/06/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260406 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000014408608 EED:260406   IND ID:2005069                      IND NAME:majorapplian.receivabl TRN: 0964408608TC",549.00,MISC_CREDIT,18608.39,,
CREDIT,04/06/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040426 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071759974256 EED:260406   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0969974256TC",1348.62,ACH_CREDIT,18059.39,,
DSLIP,04/06/2026,"REMOTE ONLINE DEPOSIT #          1",25.00,CHECK_DEPOSIT,16710.77,1,
DSLIP,04/06/2026,"REMOTE ONLINE DEPOSIT #          1",140.00,CHECK_DEPOSIT,16685.77,1,
DSLIP,04/06/2026,"REMOTE ONLINE DEPOSIT #          1",151.34,CHECK_DEPOSIT,16545.77,1,
DSLIP,04/06/2026,"REMOTE ONLINE DEPOSIT #          1",611.00,CHECK_DEPOSIT,16394.43,1,
DEBIT,04/06/2026,"AMAZON MKTPLACE PMTS Amzn.com/bill WA        04/06",16.00,DEBIT_CARD,15783.43,,
DEBIT,04/03/2026,"SP+AFF * YOUNG TIMERS 855-423-3729 CA        04/03",-83.98,DEBIT_CARD,15767.43,,
DEBIT,04/03/2026,"ORIG CO NAME:VERIZON                ORIG ID:9783397101 DESC DATE:       CO ENTRY DESCR:VZ BillPaySEC:WEB    TRACE#:091000015990213 EED:260403   IND ID:3582794410001                IND NAME:GOLDA SHANET TRN: 0935990213TC",-110.99,ACH_DEBIT,15851.41,,
DEBIT,04/03/2026,"ORIG CO NAME:Roe Oil Company        ORIG ID:1208731395 DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:121137723365768 EED:260403   IND ID:1258                         IND NAME:Major Appliance TRN: 0933365768TC",-179.01,ACH_DEBIT,15962.40,,
DEBIT,04/03/2026,"AGI*LOWES PROTECT PLA 800-865-5429 GA        04/02",-173.71,DEBIT_CARD,16141.41,,
DEBIT,04/03/2026,"BONEI OLAM VZAKEINI 718-252-1212 NY          04/01",-7.25,DEBIT_CARD,16315.12,,
DEBIT,04/03/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        04/01",-4.68,DEBIT_CARD,16322.37,,
DEBIT,04/03/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        04/01",-154.71,DEBIT_CARD,16327.05,,
DEBIT,04/03/2026,"KJ MATZOS 845-774-4040 NY                    04/01",-308.00,DEBIT_CARD,16481.76,,
CREDIT,04/03/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:7522160760 DESC DATE:040226 CO ENTRY DESCR:I600032626SEC:PPD    TRACE#:091000015538377 EED:260403   IND ID:                             IND NAME:MAJOR APPLIANCE REPAIR TRN: 0935538377TC",651.00,ACH_CREDIT,16789.76,,
CREDIT,04/03/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040226 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751997596 EED:260403   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0931997596TC",943.94,ACH_CREDIT,16138.76,,
CREDIT,04/03/2026,"ORIG CO NAME:PEERLESS PREMIER       ORIG ID:1370457230 DESC DATE:       CO ENTRY DESCR:VENDOR PMTSEC:CCD    TRACE#:041000126385719 EED:260403   IND ID:MAJOR APPL                   IND NAME:MAJOR APPL-NEW             VARIOUS\ TRN: 0936385719TC",5765.00,ACH_CREDIT,15194.82,,
CREDIT,04/03/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:040226 CO ENTRY DESCR:I680030326SEC:PPD    TRACE#:091000015539694 EED:260403   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 0935539694TC",7940.00,ACH_CREDIT,9429.82,,
CREDIT,04/03/2026,"REAL TIME TRANSFER RECD FROM ABA/CONTR BNK-021000021  FROM: GE Appliances REF: 5264006170_134215412 INFO: TEXT-RmtInf-5264006170 IID: 20260403021000021P1BRJPC07950001221 RECD: 06:03:37 TRN: 0134922093GD BREF: 0b7d1958a5a79acb",300.00,MISC_CREDIT,1489.82,,
DEBIT,04/02/2026,"SP+AFF * FAME CN CENT 855-423-3729 CA        04/02",-46.50,DEBIT_CARD,1189.82,,
DEBIT,04/02/2026,"ENCOMPASS PARTS ENCOMPASS.COM GA             04/02",-293.64,DEBIT_CARD,1236.32,,
DEBIT,04/02/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260402 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD    TRACE#:021000020644812 EED:260402   IND ID:933041112351QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 0920644812TC",-416.82,ACH_DEBIT,1529.96,,
DEBIT,04/02/2026,"EAST 4 NAIL SALON CEDARHURST NY              04/01",-39.00,DEBIT_CARD,1946.78,,
DEBIT,04/02/2026,"WWW.24SIX.APP WWW.24SIX.APP NY               04/01",-9.99,DEBIT_CARD,1985.78,,
DEBIT,04/02/2026,"Amazon.com*BG1OD1ET0 Amzn.com/bill WA        04/01",-10.88,DEBIT_CARD,1995.77,,
DEBIT,04/02/2026,"AMAZON MKTPL*BG6JP2H Amzn.com/bill WA        04/01",-48.45,DEBIT_CARD,2006.65,,
DEBIT,04/02/2026,"THE CIRCLE 732-592-5437 NJ                   03/31",-18.00,DEBIT_CARD,2055.10,,
DEBIT,04/02/2026,"AMAZON MKTPL*BG38D7D Amzn.com/bill WA        04/02",-58.71,DEBIT_CARD,2073.10,,
DEBIT,04/02/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            03/31",-433.42,DEBIT_CARD,2131.81,,
CREDIT,04/02/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260402 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD    TRACE#:021000026441730 EED:260402   IND ID:758079366375QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 0926441730TC",16.45,ACH_CREDIT,2565.23,,
CREDIT,04/02/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040126 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751198373 EED:260402   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0921198373TC",829.09,ACH_CREDIT,2548.78,,
DEBIT,04/01/2026,"ORIG CO NAME:TRAVELERS              ORIG ID:0000408976 DESC DATE:260401 CO ENTRY DESCR:PER INSUR SEC:WEB    TRACE#:021000024155379 EED:260401   IND ID:1477790                      IND NAME:PAUL C SHANET PAUL C *                                                                                       800-842-5075 TRN: 0914155379TC",-458.58,ACH_DEBIT,1719.69,,
DEBIT,04/01/2026,"ORIG CO NAME:ADP Tax                ORIG ID:1223006057 DESC DATE:260401 CO ENTRY DESCR:ADP Tax   SEC:CCD    TRACE#:021000026460040 EED:260401   IND ID:L9QM5 032002A02              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       AA TRN: 0916460040TC",-1357.73,ACH_DEBIT,2178.27,,
DEBIT,04/01/2026,"ORIG CO NAME:ADP Tax                ORIG ID:1223006057 DESC DATE:260401 CO ENTRY DESCR:ADP Tax   SEC:CCD    TRACE#:021000026361230 EED:260401   IND ID:L9QM5 032702A02              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       AA TRN: 0916361230TC",-1349.25,ACH_DEBIT,3536.00,,
DEBIT,04/01/2026,"Zelle payment to Josh Perez JPM99cbeztwx",-394.31,CHASE_TO_PARTNERFI,4885.25,,
DEBIT,04/01/2026,"Zelle payment to Rudy JPM99cbez6zx",-898.41,CHASE_TO_PARTNERFI,5279.56,,
DEBIT,04/01/2026,"Zelle payment to Cristie JPM99cbezrf2",-483.94,CHASE_TO_PARTNERFI,6177.97,,
DEBIT,04/01/2026,"Zelle payment to William  Franklin JPM99cbezq9w",-1094.13,CHASE_TO_PARTNERFI,6661.91,,
DEBIT,04/01/2026,"Zelle payment to Veronica JPM99cbeomk0",-100.00,CHASE_TO_PARTNERFI,7756.04,,
DEBIT,04/01/2026,"EBAY O*14-14439-12099 SAN JOSE CA    135020  04/01",-13.58,DEBIT_CARD,7856.04,,
DEBIT,04/01/2026,"GOOGLE *Workspace_ma cc@google.com CA        04/01",-18.29,DEBIT_CARD,7869.62,,
DEBIT,04/01/2026,"AVATAR NUTRITION 631-480-1918 FL             04/01",-9.99,DEBIT_CARD,7887.91,,
DEBIT,04/01/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260401 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD    TRACE#:021000020896294 EED:260401   IND ID:502082711291QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 0910896294TC",-16.45,ACH_DEBIT,7897.90,,
DEBIT,04/01/2026,"ORIG CO NAME:MARCONE                ORIG ID:2430728583 DESC DATE:033126 CO ENTRY DESCR:PAYMENT   SEC:PPD    TRACE#:071000289542142 EED:260401   IND ID:                             IND NAME:MAJOR APPLIANCE SERVI TRN: 0919542142TC",-202.14,ACH_DEBIT,7914.35,,
DEBIT,04/01/2026,"ORIG CO NAME:MACYS                  ORIG ID:CITICTP    DESC DATE:260331 CO ENTRY DESCR:ONLINE PMTSEC:WEB    TRACE#:091409689358016 EED:260401   IND ID:601974595393579              IND NAME:GOLDA SIEGEL TRN: 0919358016TC",-250.00,ACH_DEBIT,8116.49,,
DEBIT,04/01/2026,"AMAZON MKTPL*BG6NJ2M Amzn.com/bill WA        04/01",-9.69,DEBIT_CARD,8366.49,,
DEBIT,04/01/2026,"TST*CARLOS AND GABBYS Lawrence NY            03/31",-78.97,DEBIT_CARD,8376.18,,
DEBIT,04/01/2026,"ENCOMPASS PARTS ENCOMPASS.COM GA             03/31",-228.63,DEBIT_CARD,8455.15,,
DEBIT,04/01/2026,"AMAZON MKTPL*BG2V043 Amzn.com/bill WA        04/01",-28.95,DEBIT_CARD,8683.78,,
DEBIT,04/01/2026,"AMAZON MKTPL*BG6DZ9H Amzn.com/bill WA        04/01",-188.66,DEBIT_CARD,8712.73,,
DEBIT,04/01/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        03/30",-85.30,DEBIT_CARD,8901.39,,
CREDIT,04/01/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:033126 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071753213282 EED:260401   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0913213282TC",891.13,ACH_CREDIT,8986.69,,
CREDIT,04/01/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260401 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000011040929 EED:260401   IND ID:2004986                      IND NAME:majorapplian.receivabl TRN: 0911040929TC",4440.00,MISC_CREDIT,8095.56,,
DSLIP,04/01/2026,"REMOTE ONLINE DEPOSIT #          1",140.45,CHECK_DEPOSIT,3655.56,1,
DSLIP,04/01/2026,"REMOTE ONLINE DEPOSIT #          1",151.34,CHECK_DEPOSIT,3515.11,1,
DSLIP,04/01/2026,"REMOTE ONLINE DEPOSIT #          1",205.77,CHECK_DEPOSIT,3363.77,1,
DSLIP,04/01/2026,"REMOTE ONLINE DEPOSIT #          1",205.77,CHECK_DEPOSIT,3158.00,1,
DSLIP,04/01/2026,"REMOTE ONLINE DEPOSIT #          1",375.62,CHECK_DEPOSIT,2952.23,1,
