Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,05/07/2026,"ORIG CO NAME:MIDWEST LOAN           ORIG ID:2383024363 DESC DATE:050626 CO ENTRY DESCR:MTG PMT   SEC:WEB    TRACE#:072413722724698 EED:260507   IND ID:5000070887                   IND NAME:PAUL SHANET                                                                                                  ACH PROCESSING TRN: 1272724698TC",-3785.68,ACH_DEBIT,3466.63,,
DEBIT,05/07/2026,"Zelle payment to Hebrew Free Loan JPM99cg3hhwb",-2084.00,CHASE_TO_PARTNERFI,7252.31,,
CHECK,05/07/2026,"CHECK 1228  ",-350.00,CHECK_PAID,9336.31,1228,
DEBIT,05/07/2026,"Zelle payment to Mike JPM99cg2equ7",-90.00,CHASE_TO_PARTNERFI,9686.31,,
DEBIT,05/07/2026,"ORIG CO NAME:MACYS                  ORIG ID:CITICTP    DESC DATE:260506 CO ENTRY DESCR:ONLINE PMTSEC:WEB    TRACE#:091409680667447 EED:260507   IND ID:622005734805277              IND NAME:GOLDA SIEGEL TRN: 1270667447TC",-200.00,ACH_DEBIT,9776.31,,
DEBIT,05/07/2026,"ORIG CO NAME:SBA EIDL LOAN          ORIG ID:7300000118 DESC DATE:260506 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:041036041278557 EED:260507   IND ID:0000                         IND NAME:PAUL SHANET                3962519100                                                                        ACH TRANSACTION TRN: 1271278557TC",-515.00,ACH_DEBIT,9976.31,,
DEBIT,05/07/2026,"Amazon.com*BJ5G54960 Amzn.com/bill WA        05/07",-23.83,DEBIT_CARD,10491.31,,
DEBIT,05/07/2026,"AMAZON MKTPL*BV12E2X Amzn.com/bill WA        05/07",-145.76,DEBIT_CARD,10515.14,,
DEBIT,05/07/2026,"Amazon.com*BJ4BO6790 Amzn.com/bill WA        05/07",-90.15,DEBIT_CARD,10660.90,,
DEBIT,05/07/2026,"PEERLESS-PREMIER APPL 618-233-0475 IL        05/06",-45.93,DEBIT_CARD,10751.05,,
DEBIT,05/07/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        05/05",-124.46,DEBIT_CARD,10796.98,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680040726SEC:PPD    TRACE#:091000019371231 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371231TC",180.00,ACH_CREDIT,10921.44,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680041426SEC:PPD    TRACE#:091000019371188 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371188TC",180.00,ACH_CREDIT,10741.44,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680031726SEC:PPD    TRACE#:091000019371194 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371194TC",540.00,ACH_CREDIT,10561.44,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680032426SEC:PPD    TRACE#:091000019371153 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371153TC",540.00,ACH_CREDIT,10021.44,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680031026SEC:PPD    TRACE#:091000019371156 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371156TC",720.00,ACH_CREDIT,9481.44,,
CREDIT,05/07/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:050626 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071753264976 EED:260507   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1273264976TC",811.23,ACH_CREDIT,8761.44,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680042126SEC:PPD    TRACE#:091000019371191 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371191TC",1620.00,ACH_CREDIT,7950.21,,
CREDIT,05/07/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:1522160760 DESC DATE:050526 CO ENTRY DESCR:I680033126SEC:PPD    TRACE#:091000019371197 EED:260507   IND ID:                             IND NAME:MAJOR APPLIANCE SERVIC TRN: 1279371197TC",5580.00,ACH_CREDIT,6330.21,,
DEBIT,05/07/2026,"AMAZON MKTPLACE PMTS Amzn.com/bill WA        05/07",43.54,DEBIT_CARD,750.21,,
DEBIT,05/06/2026,"WWW.BLIMIEHELLER.COM BLIMIEHELLER. NJ        05/06",-90.00,DEBIT_CARD,706.67,,
DEBIT,05/06/2026,"BP#36611141346 BEACH FAR ROCKAWAY NY 154400  05/06",-51.10,DEBIT_CARD,796.67,,
DEBIT,05/06/2026,"Afterpay 044-4123456 CA                      05/06",-21.00,DEBIT_CARD,847.77,,
DEBIT,05/06/2026,"ORIG CO NAME:NYC FINANCE            ORIG ID:1136400434 DESC DATE:       CO ENTRY DESCR:PARKING TKSEC:WEB    TRACE#:028000087777767 EED:260506   IND ID:C     523358758              IND NAME:GOLDA SIEGEL TRN: 1267777767TC",-145.00,ACH_DEBIT,868.77,,
DEBIT,05/06/2026,"ORIG CO NAME:NYC FINANCE            ORIG ID:1136400434 DESC DATE:       CO ENTRY DESCR:PARKING TKSEC:CCD    TRACE#:028000087776875 EED:260506   IND ID:C     523358457              IND NAME:GOLDA SIEGEL TRN: 1267776875TC",-145.00,ACH_DEBIT,1013.77,,
DEBIT,05/06/2026,"ORIG CO NAME:PENTAGON FEDERAL       ORIG ID:1530197038 DESC DATE:260504 CO ENTRY DESCR:TRNSFR DR SEC:TEL    TRACE#:256078448053112 EED:260506   IND ID:000034055245814              IND NAME:SHANET PAUL TRN: 1268053112TC",-342.41,ACH_DEBIT,1158.77,,
CREDIT,05/06/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260506 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000010400920 EED:260506   IND ID:2005725                      IND NAME:majorapplian.receivabl TRN: 1260400920TC",321.00,MISC_CREDIT,1501.18,,
CREDIT,05/06/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:050526 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751092617 EED:260506   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1261092617TC",828.27,ACH_CREDIT,1180.18,,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",32.66,CHECK_DEPOSIT,351.91,1,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",32.66,CHECK_DEPOSIT,319.25,1,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",70.77,CHECK_DEPOSIT,286.59,1,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",70.77,CHECK_DEPOSIT,215.82,1,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",205.77,CHECK_DEPOSIT,145.05,1,
DSLIP,05/06/2026,"REMOTE ONLINE DEPOSIT #          1",358.20,CHECK_DEPOSIT,-60.72,1,
DEBIT,05/06/2026,"SP+AFF* FLYING COLOR SAN FRANCISCO CA        05/05",36.89,DEBIT_CARD,-418.92,,
DEBIT,05/06/2026,"DSW. 866-3797463 OH                          05/05",49.71,DEBIT_CARD,-455.81,,
CHECK,05/05/2026,"CHECK 1079  ",-250.00,CHECK_PAID,-505.52,1079,
DEBIT,05/05/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260505 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD    TRACE#:021000026652284 EED:260505   IND ID:931142530371QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 1256652284TC",-199.18,ACH_DEBIT,-255.52,,
DEBIT,05/05/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:260430 CO ENTRY DESCR:BILLNG    SEC:CCD    TRACE#:242071759097736 EED:260505   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC     MERCH BANKCARD 520004810165 MAJOR A PPLIANCE SERVICE COMPAN TRN: 1259097736TC",-649.38,ACH_DEBIT,-56.34,,
DEBIT,05/05/2026,"ORIG CO NAME:MARCONE                ORIG ID:2430728583 DESC DATE:050426 CO ENTRY DESCR:PAYMENT   SEC:PPD    TRACE#:071000289025600 EED:260505   IND ID:                             IND NAME:MAJOR APPLIANCE SERVI TRN: 1259025600TC",-651.70,ACH_DEBIT,593.04,,
DEBIT,05/05/2026,"ORIG CO NAME:NYS DTF BILL PYT       ORIG ID:E146013200 DESC DATE:       CO ENTRY DESCR:Tax PaymntSEC:CCD    TRACE#:091000018718436 EED:260505   IND ID:000000144700903              IND NAME:M55183112102026 TRN: 1258718436TC",-1000.00,ACH_DEBIT,1244.74,,
DEBIT,05/05/2026,"CERTIFIED APPLIANCE PA 800-3050722 MA        05/04",-25.10,DEBIT_CARD,2244.74,,
DEBIT,05/05/2026,"AMAZON MKTPL*BF5Z86O Amzn.com/bill WA        05/05",-31.02,DEBIT_CARD,2269.84,,
DEBIT,05/05/2026,"AMAZON MKTPL*BJ1UU6V Amzn.com/bill WA        05/05",-21.55,DEBIT_CARD,2300.86,,
DEBIT,05/05/2026,"SP+AFF* FLYING COLORS AFFIRM.COM CA          05/04",-36.89,DEBIT_CARD,2322.41,,
DEBIT,05/05/2026,"BINAH MAGAZINE 718-305-5200 NY               05/04",-75.00,DEBIT_CARD,2359.30,,
DEBIT,05/05/2026,"PRIORITY LANDSCAPE AND BROOKLYN NY           05/04",-26.13,DEBIT_CARD,2434.30,,
DEBIT,05/05/2026,"SP+AFF * THE MODESTEE 855-423-3729 CA        05/04",-15.25,DEBIT_CARD,2460.43,,
DEBIT,05/05/2026,"SP GEMBERRY INC THEGEMBERRY.C NJ             05/04",-56.00,DEBIT_CARD,2475.68,,
DEBIT,05/05/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            05/03",-402.52,DEBIT_CARD,2531.68,,
DEBIT,05/05/2026,"Klarna* adidas US 151-7426184 DE             05/05",-18.12,DEBIT_CARD,2934.20,,
DEBIT,05/05/2026,"DEPOSITED ITEM RETURNED       Stop Payment   099005728                                       # OF ITEMS00001CK#:0000004956                                        DEP AMT0000029287     DEP DATE043026CK AMT0000029287",-292.87,DEPOSIT_RETURN,2952.32,,
DSLIP,05/05/2026,"REMOTE ONLINE DEPOSIT #          1",140.00,CHECK_DEPOSIT,3245.19,1,
DSLIP,05/05/2026,"REMOTE ONLINE DEPOSIT #          1",275.00,CHECK_DEPOSIT,3105.19,1,
CHECK,05/04/2026,"CHECK 1426  ",-186.49,CHECK_PAID,2830.19,1426,
DEBIT,05/04/2026,"Zelle payment to Yanky 29088690482",-40.00,QUICKPAY_DEBIT,3016.68,,
CHECK,05/04/2026,"CHECK 1735  ",-488.93,CHECK_PAID,3056.68,1735,
DEBIT,05/04/2026,"Zelle payment to Zlata JPM99cfpurpo",-100.00,CHASE_TO_PARTNERFI,3545.61,,
DEBIT,05/04/2026,"SP+AFF * YOUNG TIMERS 855-423-3729 CA        05/04",-35.24,DEBIT_CARD,3645.61,,
DEBIT,05/04/2026,"Zelle payment to Malka JPM99cfpek8f",-334.00,CHASE_TO_PARTNERFI,3680.85,,
DEBIT,05/04/2026,"KLARNA* KAREN MILLEN KLARNA.COM OH           05/04",-42.15,DEBIT_CARD,4014.85,,
DEBIT,05/04/2026,"KLARNA* OLD NAVY KLARNA.COM OH               05/02",-51.44,DEBIT_CARD,4057.00,,
DEBIT,05/04/2026,"BONEI OLAM VZAKEINI 718-252-1212 NY          05/01",-7.25,DEBIT_CARD,4108.44,,
DEBIT,05/04/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        05/01",-95.57,DEBIT_CARD,4115.69,,
DEBIT,05/04/2026,"WWW.24SIX.APP WWW.24SIX.APP NY               05/01",-9.99,DEBIT_CARD,4211.26,,
DEBIT,05/04/2026,"E-Z*PASSNY REBILL 800-333-8655 NY            05/02",-360.00,DEBIT_CARD,4221.25,,
DEBIT,05/04/2026,"THE CIRCLE 732-592-5437 NJ                   04/30",-18.00,DEBIT_CARD,4581.25,,
DEBIT,05/04/2026,"BASSLINE PRODUCTIONS L 732-7193311 NJ        05/01",-14.95,DEBIT_CARD,4599.25,,
DEBIT,05/04/2026,"ROCKAWAY KOSHER FAR ROCKAWAY NY              04/30",-37.29,DEBIT_CARD,4614.20,,
CREDIT,05/04/2026,"ORIG CO NAME:HF NYC-a1lJw0000       ORIG ID:9002006434 DESC DATE:050426 CO ENTRY DESCR:SIGONFILE SEC:CCD    TRACE#:111926081464125 EED:260504   IND ID:KG6M24                       IND NAME:Major Appliance Servic                                                                                       917-559-7076 TRN: 1241464125TC",184.00,ACH_CREDIT,4651.49,,
CREDIT,05/04/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260504 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000013696944 EED:260504   IND ID:2005653                      IND NAME:majorapplian.receivabl TRN: 1243696944TC",732.00,MISC_CREDIT,4467.49,,
CREDIT,05/04/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:050126 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071752565418 EED:260504   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1242565418TC",1757.79,ACH_CREDIT,3735.49,,
CREDIT,05/04/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:050226 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751008625 EED:260504   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1241008625TC",1801.50,ACH_CREDIT,1977.70,,
CREDIT,05/04/2026,"REAL TIME TRANSFER RECD FROM ABA/CONTR BNK-021000021  FROM: GE Appliances REF: 5264009352_136893822 INFO: TEXT-RmtInf-5264009352 IID: 20260504021000021P1BRJPC04250002771 RECD: 06:04:11 TRN: 0115522124GC BREF: 0ba502c4cc441b67",555.00,MISC_CREDIT,176.20,,
DEBIT,05/01/2026,"RTP/Same Day - Low Value",-7.50,FEE_TRANSACTION,-378.80,,
DEBIT,05/01/2026,"ORIG CO NAME:TRAVELERS              ORIG ID:0000408976 DESC DATE:260501 CO ENTRY DESCR:PER INSUR SEC:WEB    TRACE#:021000024102354 EED:260501   IND ID:1867531                      IND NAME:PAUL C SHANET PAUL C *                                                                                       800-842-5075 TRN: 1214102354TC",-458.58,ACH_DEBIT,-371.30,,
DEBIT,05/01/2026,"TRADER JOE S #55 1280 HEWLETT NY     149927  05/01",-57.22,DEBIT_CARD,87.28,,
DEBIT,05/01/2026,"ORIG CO NAME:ADP PAYROLL FEES       ORIG ID:9659605001 DESC DATE:260501 CO ENTRY DESCR:ADP FEES  SEC:CCD    TRACE#:021000026989520 EED:260501   IND ID:944139283742                 IND NAME:719385204MAJOR APPLIAN                                                                                       550374703 TRN: 1216989520TC",-148.66,ACH_DEBIT,144.50,,
DEBIT,05/01/2026,"Zelle payment to William  Franklin JPM99cf98o6f",-828.03,CHASE_TO_PARTNERFI,293.16,,
DEBIT,05/01/2026,"GOOGLE *Workspace_ma cc@google.com CA        05/01",-18.29,DEBIT_CARD,1121.19,,
DEBIT,05/01/2026,"Zelle payment to Rudy JPM99cf8lrsh",-1057.90,CHASE_TO_PARTNERFI,1139.48,,
DEBIT,05/01/2026,"Zelle payment to Josh Perez JPM99cf8mb9g",-572.38,CHASE_TO_PARTNERFI,2197.38,,
DEBIT,05/01/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260501 CO ENTRY DESCR:RETRY PYMTSEC:CCD    TRACE#:021000023360407 EED:260501   IND ID:760080826529QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 1213360407TC",-193.16,ACH_DEBIT,2769.76,,
DEBIT,05/01/2026,"ORIG CO NAME:Roe Oil Company        ORIG ID:1208731395 DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:121137723368951 EED:260501   IND ID:1258                         IND NAME:Major Appliance TRN: 1213368951TC",-201.52,ACH_DEBIT,2962.92,,
DEBIT,05/01/2026,"AMAZON MKTPL*BS59S8U Amzn.com/bill WA        05/01",-19.99,DEBIT_CARD,3164.44,,
DEBIT,05/01/2026,"AMAZON MKTPL*BV8L19V Amzn.com/bill WA        05/01",-43.04,DEBIT_CARD,3184.43,,
DEBIT,05/01/2026,"AMAZON MKTPL*BV4SC0X Amzn.com/bill WA        05/01",-56.50,DEBIT_CARD,3227.47,,
DEBIT,05/01/2026,"VINOTEMP.COM 800-777-8466 FL                 04/30",-20.95,DEBIT_CARD,3283.97,,
DEBIT,05/01/2026,"FILE IT USA 718-3840565 NY                   04/30",-250.00,DEBIT_CARD,3304.92,,
DEBIT,05/01/2026,"CK *Kahal Chasidim Of 718-968-5711 NY        04/30",-100.00,DEBIT_CARD,3554.92,,
DEBIT,05/01/2026,"LEGO 185-1642103 CT                          05/01",-81.65,DEBIT_CARD,3654.92,,
DEBIT,05/01/2026,"JUDAICA PLUS 516-295-4343 NY                 04/29",-59.71,DEBIT_CARD,3736.57,,
DEBIT,05/01/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        04/29",-120.70,DEBIT_CARD,3796.28,,
DEBIT,05/01/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/30",-20.00,DEBIT_CARD,3916.98,,
CREDIT,05/01/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:7522160760 DESC DATE:043026 CO ENTRY DESCR:I600042326SEC:PPD    TRACE#:091000014086218 EED:260501   IND ID:                             IND NAME:MAJOR APPLIANCE REPAIR TRN: 1214086218TC",465.00,ACH_CREDIT,3936.98,,
CREDIT,05/01/2026,"ORIG CO NAME:PEERLESS PREMIER       ORIG ID:1370457230 DESC DATE:       CO ENTRY DESCR:VENDOR PMTSEC:CCD    TRACE#:041000125109100 EED:260501   IND ID:MAJOR APPL                   IND NAME:MAJOR APPL-NEW             101252,104489,108543,108772,108802, 108853,108856,108858\ TRN: 1215109100TC",1100.00,ACH_CREDIT,3471.98,,
DSLIP,05/01/2026,"DEPOSIT  ID NUMBER  82384",838.00,DEPOSIT,2371.98,,
